,Type,Studio,Tags,Rating,Release_year
195,TV   ,A-1 Pictures,"Comedy, Drama, Romance, Seinen, Episodic, Love Confession, Mind Games, Romantic Comedy, School Life, Student Council, Based on a Manga",4.26,2019.0
196,TV   ,J.C.Staff,"Comedy, Ecchi, Shounen, Animeism, Boarding House, Cooking, Culinary School, Food and Beverage, Neighbors, School Life, Based on a Manga",4.26,2015.0
197,TV   ,Studio Bind,"Action, Adventure, Fantasy, Romance, Demons, Isekai, Magic, NEET, Person in a Strange World, Reincarnation, Based on a Light Novel, Bullying,, Mature Themes,, Sexual Content,, Violence",4.26,2021.0
198,TV   ,Bones,"Drama, Fantasy, Romance, Shoujo, Adult Couples, Mature Romance, Medical, Medieval, Royalty, Social Gap, Based on a Manga",4.26,2016.0
199,TV   ,David Production,"Action, Adventure, Shounen, Monster-of-the-week, Proxy Battles, Supernatural, Based on a Manga, Animal Abuse,, Explicit Violence,, Mature Themes",4.26,2014.0
202,TV   ,MADHOUSE,"Adventure, Ecchi, Fantasy, High Stakes Games, Isekai, NEET, Overpowered Main Characters, Person in a Strange World, PVP, Royalty, Siblings, Based on a Light Novel",4.26,2014.0
203,TV   ,MADHOUSE,"Drama, Josei, Romance, Sports, Love Triangle, School Club, School Life, Tournaments, Based on a Manga",4.25,2013.0
206,TV   ,Bibury Animation Studios,"Comedy, Drama, Harem, Romance, Shounen, School Life, Siblings, Tutors, Based on a Manga",4.25,2021.0
209,Movie,Studio Ghibli,"Fantasy, Slice of Life, Contemporary Fantasy, Countryside, Family Friendly, Family Life, Japanese Mythology, Non-Human Protagonists, Siblings, Original Work",4.25,1988.0
210,TV   ,J.C.Staff,"Comedy, Ecchi, Shounen, Cooking, Culinary School, Food and Beverage, School Life, Tournaments, Based on a Manga",4.25,2018.0
211,TV   ,A-1 Pictures,"Drama, Romance, Childhood Friends, Coming of Age, Death of a Loved One, Ghosts, Melancholy, noitaminA, Supernatural, Unrequited Love, Original Work",4.25,2011.0
213,TV   ,ufotable,"Action, Fantasy, Contemporary Fantasy, Magic, Proxy Battles, Superpowers, Urban Fantasy, Based on an Eroge, Based on a Visual Novel, Violence",4.25,2015.0
214,Movie,ufotable,"Action, Fantasy, Romance, Magic, Superpowers, Based on an Eroge, Based on a Visual Novel, Emotional Abuse,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Sexual Content,, Violence",4.25,2019.0
216,TV   ,Production I.G,"Shounen, Sports, Basketball, School Club, Tournaments, Based on a Manga",4.25,2012.0
217,TV   ,Pierrot,"Action, Drama, Fantasy, Shounen, Hand to Hand Combat, Ninja, Revenge, Based on a Manga",4.25,2007.0
218,TV   ,J.C.Staff,"Comedy, Romance, Shoujo, Maids, Newly Co-ed School, Romantic Comedy, School Life, Tsundere, Based on a Manga",4.25,2010.0
219,TV   ,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Guilds, Magic, Based on a Manga",4.25,2018.0
221,TV   ,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Guilds, Magic, Based on a Manga",4.25,2014.0
223,TV   ,MADHOUSE,"Drama, Josei, Romance, Sports, Love Triangle, School Club, School Life, Tournaments, Based on a Manga",4.25,2019.0
226,TV   ,J.C.Staff,"Drama, Shounen, Anime Industry, Manga Industry, Otaku Culture, Voice Acting, Writers, Based on a Manga",4.24,2011.0
227,TV   ,Brain's Base,"Adventure, Drama, Fantasy, Romance, Adult Couples, Animal Characteristics, Animal Transformation, Economics, God-Human Relationship, Gods, Interspecies Relationship, Mature Romance, Medieval, Non-Human Protagonists, Based on a Light Novel",4.24,2009.0
228,TV   ,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Genies, Magic, Magic School, Middle Eastern, Political, School Life, Based on a Manga",4.24,2013.0
229,TV   ,A-1 Pictures,"Shounen, 19th Century, Animeism, Butlers, Circus, Demons, England, Europe, Master-Servant Relationship, Nobility, Non-Human Protagonists, Supernatural, Based on a Manga, Violence",4.24,2014.0
231,TV   ,Pierrot,"Adventure, Fantasy, Romance, Shoujo, Betrayal, Death of a Loved One, Orphans, Political, Prophecy, Rebellions, Reincarnation, Royalty, Weak to Strong, Based on a Manga",4.24,2014.0
232,Movie,Khara,"Mecha, Sci Fi, Super Robot, Original Work",4.24,2021.0
233,Movie,Production I.G,"Shounen, Sports, Recap, School Club, School Life, Tournaments, Volleyball, Based on a Manga",4.24,2015.0
235,TV   ,Lerche,"Shounen, Ghosts, School Life, Supernatural, Urban Legend, Based on a Manga, Explicit Violence",4.24,2020.0
238,TV   ,SILVER LINK.,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, School Life, Based on a Manga",4.24,2021.0
239,TV   ,Manglobe,"Action, Adventure, Comedy, Drama, Episodic, Feudal Japan, Historical, Samurai, Swordplay, Original Work, Nudity,, Violence",4.24,2004.0
240,TV   ,Production I.G,"Drama, Sports, Apartment Life, Boarding House, College, Lifestyle Change, Racing, Running, Track and Field, Weak to Strong, Based on a Novel",4.24,2018.0
241,TV   ,CloverWorks,"Comedy, Ecchi, Romance, Seinen, Gyaru, Otaku Culture, School Life, Based on a Manga",4.24,2022.0
242,Movie,Studio Ghibli,"Drama, Autobiographies, Death of a Loved One, Historical, Lifestyle Change, Melancholy, Orphans, Poverty, Siblings, War, World War 2",4.23,1988.0
243,Movie,A.P.P.P.,"Action, Shounen, Supernatural, Based on a Manga",4.23,2007.0
244,Movie,GAINAX,"Action, Mecha, Sci Fi, Combining Mecha, Super Robot, Original Work",4.23,2009.0
245,Movie,Production I.G,"Shounen, Sports, Recap, School Club, School Life, Tournaments, Volleyball, Based on a Manga",4.23,2015.0
246,Movie,MADHOUSE,"Action, Adventure, Drama, Fantasy, High Stakes Games, War, Based on a Light Novel",4.23,2017.0
247,TV   ,Studio DEEN,"Drama, Josei, Romance, Adult Couples, Animeism, Apprenticeship, Historical, Love Triangle, Rakugo, Based on a Manga",4.23,2016.0
248,Movie,Toei Animation,"Action, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Non-Human Protagonists, Superpowers, Based on a Manga",4.23,2018.0
249,Movie,TMS Entertainment,"Action, Drama, Mystery, Shounen, Age Transformation, Amnesia, Conspiracy, Detectives, Police, Thriller, Based on a Manga",4.23,2016.0
250,TV   ,Studio DEEN,"BL, Romance, Shounen-ai, All-Boys School, Delinquents, Fudanshi, Otaku Culture, School Life, Senpai-Kouhai Relationship, Based on a Manga",4.23,2022.0
251,TV   ,MADHOUSE,"Action, Seinen, Gangs, Guns, Lifestyle Change, Mercenaries, Based on a Manga, Mature Themes,, Nudity,, Violence",4.23,2006.0
252,TV   ,MADHOUSE,"Shounen, Sports, Baseball, Tournaments, Based on a Manga",4.23,2015.0
253,TV   ,feel.,"Drama, Romance, Seinen, Coming of Age, Love Triangle, School Club, School Life, Based on a Light Novel",4.23,2020.0
254,Movie,Khara,"Action, Drama, Mecha, Sci Fi, Post-apocalyptic, Super Robot, Original Work, Violence",4.23,2009.0
255,TV   ,Synergy SP,"Drama, Shounen, Sports, America, Baseball, Based on a Manga",4.23,2010.0
256,TV   ,Nomad,"Comedy, Seinen, Slice of Life, Chibi, Gag, Short Episodes, Supernatural, Based on a Manga",4.23,2021.0
257,Movie,Kinema Citrus,"Adventure, Drama, Fantasy, Mystery, Sci Fi, Androids, Curse, Dark Fantasy, Non-Human Protagonists, Orphans, Recap, Robots",4.23,2019.0
258,TV   ,CloverWorks,"Drama, Romance, School Life, Senpai-Kouhai Relationship, Supernatural, Based on a Light Novel",4.23,2018.0
259,TV   ,Pierrot,"Action, Drama, Seinen, Ancient China, Historical, Political, Rebellions, Royalty, Swordplay, War, Based on a Manga",4.23,2013.0
260,TV   ,Sunrise,"Fantasy, Shounen, Animal Characteristics, Demons, Feudal Japan, Person in a Strange World, Time Travel, Based on a Manga",4.23,2009.0
262,TV   ,Studio Hibari,"Drama, Shounen, Sports, Baseball, Based on a Manga",4.22,2007.0
263,Movie,Bones,"Action, Mystery, Seinen, Detectives, Supernatural, Superpowers, Based on a Manga, Violence",4.22,2018.0
265,TV   ,MADHOUSE,"Action, Adventure, Fantasy, Sci Fi, Dark Fantasy, Isekai, Magic, Overpowered Main Characters, Person in a Strange World, RPG, Skeletons, Trapped in a Video Game, Virtual Reality, Based on a Light Novel, Violence",4.22,2015.0
267,TV   ,Toei Animation,"Action, Sci Fi, Shounen, Monsters, Based on a Manga",4.22,2021.0
268,Movie,Top Craft,"Drama, Fantasy, Environmental, Insects, Based on a Manga",4.22,1984.0
270,TV   ,WIT Studio,"Drama, Fantasy, Romance, Apprenticeship, Contemporary Fantasy, England, Europe, Interspecies Relationship, Lifestyle Change, Magic, Non-Human Protagonists, Orphans, Based on a Manga, Animal Abuse,, Mature Themes,, Physical Abuse,, Violence",4.22,2017.0
272,TV   ,MADHOUSE,"Drama, Mystery, Seinen, Conspiracy, Crime, Doctors, Europe, Framed for a Crime, Germany, Medical, Noir, Psychological, Psychopaths, Revenge, Serial Killers, Thriller, Based on a Manga, Mature Themes,, Domestic Abuse",4.22,2004.0
273,TV   ,Bones,"Action, Adventure, Drama, Fantasy, Mystery, Shounen, Conspiracy, Death of a Loved One, Military, Siblings, Based on a Manga, Animal Abuse,, Mature Themes,, Violence,, Domestic Abuse",4.22,2003.0
274,TV   ,MAPPA,"Drama, Josei, Romance, Coming of Age, Historical, Lifestyle Change, Love Triangle, Music, noitaminA, Based on a Manga",4.22,2012.0
275,TV   ,Lerche,"Action, Comedy, Sci Fi, Shounen, Aliens, Assassins, Non-Human Protagonists, Overpowered Main Characters, Parody, School Life, Teaching, Based on a Manga",4.22,2015.0
276,Movie,Toei Animation,"Action, Adventure, Fantasy, Shounen, Pirates, Superpowers, Based on a Manga",4.22,2012.0
277,TV   ,Nippon Animation,"Action, Adventure, Fantasy, Shounen, Martial Arts, Superpowers, Based on a Manga, Violence",4.22,1999.0
278,Movie,SHAFT,"Comedy, Ecchi, Mystery, Supernatural, Based on a Light Novel",4.22,2018.0
279,TV   ,OLM,"Comedy, Romance, Shounen, Mental Illness, School Life, Based on a Manga",4.22,2021.0
280,TV   ,MADHOUSE,"Adventure, Drama, Slice of Life, Death of a Loved One, Original Work",4.22,2018.0
281,Movie,Kyoto Animation,"Comedy, Seinen, Slice of Life, England, Europe, Iyashikei, Music, Based on a 4-Koma Manga, Based on a Manga",4.22,2011.0
282,TV   ,Studio Hibari,"Drama, Shounen, Sports, Baseball, Based on a Manga",4.22,2005.0
283,TV   ,BN Pictures,"Comedy, Shounen, Demons, Monster School, Person in a Strange World, School Life, Supernatural, Based on a Manga",4.21,2021.0
285,TV   ,ufotable,"Action, Fantasy, Contemporary Fantasy, Magic, Proxy Battles, Superpowers, Urban Fantasy, Based on an Eroge, Based on a Visual Novel, Violence",4.21,2014.0
289,Movie,Bones,"Action, Drama, Feudal Japan, Historical, Orphans, Samurai, Swordplay, Original Work, Explicit Violence,, Mature Themes,, Physical Abuse,, Suicide",4.21,2007.0
290,TV   ,Studio DEEN,"Adventure, Comedy, Ecchi, Fantasy, Demons, Gag, Gods, Guilds, Isekai, NEET, Non-Human Protagonists, Parody, Person in a Strange World, RPG, Based on a Light Novel",4.21,2017.0
291,TV   ,Synergy SP,"Drama, Seinen, Sports, Cars, Racing, Based on a Manga",4.21,2014.0
292,Movie,Bones,"Action, Sci Fi, Bounty Hunters, Noir, Western, Original Work, Violence",4.21,2001.0
293,TV   ,MADHOUSE,"Drama, Seinen, Delinquents, Melancholy, Prison, Based on a Manga, Mature Themes,, Physical Abuse,, Sexual Abuse,, Sexual Content,, Violence,, Domestic Abuse",4.21,2010.0
295,TV   ,Studio Hibari,"Drama, Shounen, Sports, Baseball, Coming of Age, Based on a Manga",4.21,2004.0
296,TV   ,Sunrise,"Drama, Mecha, Sci Fi, Outer Space, Real Robot, Original Work",4.2,2016.0
297,TV   ,Synergy SP,"Drama, Shounen, Sports, Baseball, Based on a Manga",4.2,2008.0
300,Movie,CloverWorks,"Comedy, Drama, Harem, Romance, Doujinshi Industry, Otaku Culture, Video Game Industry, Based on a Light Novel",4.2,2019.0
303,Movie,Production I.G,"Drama, Sci Fi, Military, Outer Space, Political, Space Opera, Based on a Novel",4.2,2019.0
305,TV   ,TMS Entertainment,"Action, Comedy, Shounen, Sports, Hand to Hand Combat, Kickboxing, Martial Arts, Weak to Strong, Based on a Manga",4.2,2006.0
308,TV   ,Brain's Base,"Action, America, Criminals, Gangs, Human Experimentation, Mafia, Noir, Supernatural, Trains, Based on a Light Novel, Explicit Violence",4.2,2007.0
309,TV   ,MADHOUSE,"Seinen, Sports, Baseball, High Stakes Games, Overpowered Main Characters, Psychological, Based on a Manga",4.2,2008.0
310,TV   ,WHITE FOX,"Action, Adventure, Drama, Fantasy, Romance, Seinen, Cheats, Dark Fantasy, Isekai, Magic, NEET, Person in a Strange World, Psychological, Summoned Into Another World, Thriller, Time Travel, Based on a Light Novel, Explicit Violence",4.2,2016.0
311,TV   ,Hal Film Maker,"Comedy, Romance, Shoujo, Acting, Idols, Showbiz, Work Life, Based on a Manga",4.19,2008.0
312,TV   ,Geno Studio,"Action, Adventure, Drama, Historical, Military, Treasure Hunters, Based on a Manga, Violence",4.19,2018.0
314,Movie,SHAFT,"Fantasy, Magical Girl, Contemporary Fantasy, Dark Fantasy, Henshin Heroes, Magic, Melancholy, Psychological, Thriller, Urban Fantasy, Original Work",4.19,2013.0
315,Movie,TMS Entertainment,"Mystery, Shounen, Age Transformation, Detectives, England, Europe, Sherlock Holmes, Virtual Reality, Based on a Manga",4.19,2002.0
316,TV   ,SHAFT,"Mystery, Psychological, Supernatural, Based on a Light Novel",4.19,2015.0
317,TV   ,A-1 Pictures,"Comedy, Shounen, Slice of Life, Agriculture, Coming of Age, Lifestyle Change, noitaminA, School Life, Based on a Manga",4.19,2014.0
318,TV   ,Sunrise,"Action, Mecha, Sci Fi, Political, Real Robot, Rebellions, Original Work",4.19,2008.0
319,TV   ,Studio DEEN,"Horror, Conspiracy, Countryside, Curse, Psychological, School Life, Thriller, Based on a Visual Novel, Explicit Violence",4.19,2007.0
320,TV   ,Brain's Base,"Drama, Shoujo, Slice of Life, Bodyguards, Cats, Countryside, Episodic, Iyashikei, Japanese Mythology, Orphans, Supernatural, Youkai, Based on a Manga",4.19,2008.0
321,Movie,TMS Entertainment,"Action, Drama, Mystery, Shounen, Age Transformation, Detectives, Police, Terrorism, Thieves, Based on a Manga",4.19,2010.0
322,TV   ,A-1 Pictures,"Action, Adventure, Fantasy, Shounen, Demons, Magic, Medieval, Non-Human Protagonists, Overpowered Main Characters, Royalty, Superpowers, Based on a Manga, Violence",4.19,2018.0
323,TV   ,J.C.Staff,"Comedy, Romance, Shounen, Coming of Age, Love Confession, Neighbors, Opposites Attract, Romantic Comedy, School Life, Tsundere, Unrequited Love, Based on a Light Novel",4.19,2008.0
325,TV   ,Zero-G,"Comedy, Ecchi, Romance, Seinen, College, Gag, Mature Romance, Ocean, Scuba Diving, Slapstick, Based on a Manga",4.19,2018.0
326,TV   ,J.C.Staff,"Comedy, Josei, Romance, Adult Couples, Classical Music, Europe, France, Mature Romance, Music, noitaminA, Tsundere, Based on a Manga",4.19,2010.0
327,TV   ,Production I.G,"Comedy, Seinen, Episodic, Japanese Mythology, Mysterious Shop, Supernatural, Youkai, Based on a Manga",4.19,2008.0
328,TV   ,Sunrise,"Action, Comedy, Drama, Sci Fi, Shounen, Aliens, Breaking the Fourth Wall, Crude, Feudal Japan, Gag, Parody, Samurai, Slapstick, Swordplay, Based on a Manga, Violence",4.19,2006.0
329,TV   ,WIT Studio,"Action, Drama, Sci Fi, Androids, Non-Human Protagonists, Robots, Time Travel, Original Work, Explicit Violence",4.19,2021.0
330,TV   ,Production I.G,"Action, Sci Fi, Crime, Cyberpunk, Dystopia, Guns, Noir, noitaminA, Police, Psychopaths, Serial Killers, Thriller, Original Work, Explicit Violence",4.18,2012.0
331,TV   ,ufotable,"Action, Fantasy, Contemporary Fantasy, Magic, Proxy Battles, Rivalries, Superpowers, Urban Fantasy, Based on a Light Novel, Violence",4.18,2011.0
333,TV   ,A.C.G.T,"Action, Drama, Seinen, Sports, Cars, Racing, Based on a Manga",4.18,2004.0
334,Movie,Studio Chizu,"Drama, Music, Virtual Reality, Original Work, Mature Themes,, Physical Abuse,, Domestic Abuse",4.18,2021.0
335,TV   ,MADHOUSE,"Action, Fantasy, Sci Fi, Dark Fantasy, Isekai, Magic, Overpowered Main Characters, Person in a Strange World, RPG, Skeletons, Trapped in a Video Game, Virtual Reality, Based on a Light Novel, Mature Themes,, Physical Abuse,, Violence",4.18,2018.0
338,TV   ,Studio DEEN,"BL, Comedy, Drama, Romance, Shounen-ai, Adult Couples, Boss-Employee Relationship, Coworkers, Editors, LGBT Themes, Manga Industry, Mature Romance, Neighbors, Otaku Culture, Romantic Comedy, Work Life, Yaoi Hand Syndrome, Based on a Manga, Sexual Content",4.18,2011.0
339,TV   ,Ajia-do,"Drama, Fantasy, Cheats, Economics, Isekai, Magic, Medieval, Modern Knowledge, Person in a Strange World, Reincarnation, Based on a Light Novel",4.18,2019.0
341,TV   ,Studio DEEN,"BL, Comedy, Drama, Romance, Shounen-ai, Age Gap, Cohabitation, LGBT Themes, Romantic Comedy, Writers, Yaoi Hand Syndrome, Based on a Manga, Sexual Content",4.18,2008.0
342,Movie,MADHOUSE,"Romance, Sci Fi, Slice of Life, School Life, Time Travel, Based on a Novel",4.18,2006.0
343,TV   ,A-1 Pictures,"Comedy, Romance, Adult Couples, Childhood Friends, Coworkers, Fujoshi, Mature Romance, noitaminA, Otaku Culture, Salaryman, Work Life, Based on a Manga",4.18,2018.0
344,Movie,Studio 4°C,"Action, Fantasy, Seinen, Dark Fantasy, Demons, Medieval, Mercenaries, Overpowered Main Characters, Swordplay, Based on a Manga, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse",4.18,2013.0
345,Movie,SHAFT,"Fantasy, Magical Girl, Contemporary Fantasy, Dark Fantasy, Henshin Heroes, Magic, Melancholy, Psychological, Recap, Thriller, Urban Fantasy",4.18,2012.0
346,Movie,MAPPA,"Action, Shounen, Curse, Exorcists, Supernatural, Based on a Manga",4.18,2021.0
347,TV   ,Kyoto Animation,"Comedy, Shounen, Slice of Life, Androids, Episodic, Gag, Robots, School Life, Slapstick, Based on a Manga",4.18,2011.0
348,TV   ,MADHOUSE,"Action, Adventure, Comedy, Drama, Shounen, Desert, Episodic, Guns, Overpowered Main Characters, Western, Based on a Manga, Violence",4.18,1998.0
349,Movie,MADHOUSE,"Action, Comedy, Sci Fi, Hacking, Social Media, Virtual Reality, Original Work",4.18,2009.0
350,TV   ,NUT,"Action, Fantasy, Seinen, Guns, Isekai, Magic, Military, Person in a Strange World, Reincarnation, War, Based on a Light Novel, Violence",4.18,2017.0
352,TV   ,Studio DEEN,"BL, Comedy, Drama, Romance, Shounen-ai, Age Gap, Cohabitation, LGBT Themes, Romantic Comedy, Writers, Yaoi Hand Syndrome, Based on a Manga",4.17,2015.0
353,TV   ,J.C.Staff,"Comedy, Josei, Romance, Adult Couples, Classical Music, College, Mature Romance, Music, Music School, noitaminA, School Life, Tsundere, Based on a Manga",4.17,2007.0
354,TV   ,A-1 Pictures,"Drama, Sci Fi, Seinen, Astronauts, Childhood Promise, Outer Space, Based on a Manga",4.17,2012.0
355,TV   ,Bones,"Action, Comedy, Drama, Shounen, Ghosts, Gods, Japanese Mythology, Non-Human Protagonists, Supernatural, Based on a Manga, Violence",4.17,2014.0
356,TV   ,A-1 Pictures,"Action, Adventure, Fantasy, Shounen, Demons, Magic, Medieval, Non-Human Protagonists, Overpowered Main Characters, Royalty, Superpowers, Based on a Manga, Animal Abuse,, Mature Themes,, Violence",4.17,2014.0
357,Movie,TMS Entertainment,"Action, Mystery, Shounen, Age Transformation, Detectives, Thriller, Based on a Manga",4.17,2011.0
